symbol,tcga_gene_id,repeats_modeled,main_screen_frequency,selection_frequency,median_log_hr,log_hr_iqr,full_main_log_hr,frozen_high_confidence,full_fit_direction_agreement
KLC1,ENSG00000126214.21,20,0.55,0,0.4135115907314403,0.07263894843165425,0.4036411838144748,FALSE,TRUE
LRFN1,ENSG00000128011.5,20,0.55,0,0.41457431709104164,0.05858768848391149,0.4171874568293201,FALSE,TRUE
PLK1,ENSG00000166851.15,20,0.55,0,0.40784862625934715,0.06352272030205347,0.4130231317104589,FALSE,TRUE
RPS10,ENSG00000124614.16,20,0.55,0,0.4152933764449101,0.07058541818763164,0.3904161674448759,FALSE,TRUE
EME1,ENSG00000154920.15,20,0.5,0,0.40492553686936866,0.05542987501685309,0.4035227433070173,FALSE,TRUE
LMBR1L,ENSG00000139636.15,20,0.5,0,0.39723547418588123,0.06042321997741795,0.4018113526208954,FALSE,TRUE
MXD3,ENSG00000213347.10,20,0.5,0,0.40274867428096317,0.07670909873936371,0.38935053111422174,FALSE,TRUE
SNHG4,ENSG00000281398.4,20,0.5,0,0.41078874635460166,0.08907482763013941,0.4112214585362961,FALSE,TRUE
DHPS,ENSG00000095059.16,20,0.45,0,0.3952853330229359,0.0814670136237623,0.3835680535919362,FALSE,TRUE
GCKR,ENSG00000084734.9,20,0.45,0,0.39988292781299506,0.04497326702405424,0.399934379668798,FALSE,TRUE
NUF2,ENSG00000143228.13,20,0.45,0,0.3968730667633268,0.08147259968204762,0.3947051880643817,FALSE,TRUE
ALKBH6,ENSG00000239382.10,20,0.4,0,0.3937356180923396,0.07763138401300412,0.3823350474513153,FALSE,TRUE
AVPR1B,ENSG00000198049.7,20,0.4,0,-0.39133803408268486,0.0578859008707549,-0.38314316999935927,FALSE,TRUE
FAM72A,ENSG00000196550.10,20,0.4,0,0.3983769581417791,0.05076111130844774,0.3879876341671173,FALSE,TRUE
MAPK8IP3,ENSG00000138834.14,20,0.4,0,0.38656093067385633,0.09631843377060989,0.3774556900932176,FALSE,TRUE
PARP6,ENSG00000137817.17,20,0.4,0,0.39238961881981405,0.05859997189867161,0.3982728714036708,FALSE,TRUE
PON1,ENSG00000005421.9,20,0.4,0,0.38642189844421854,0.07815372396820164,0.3904945338548611,FALSE,TRUE
ACAD11,ENSG00000240303.8,20,0.35,0,-0.3994906496728752,0.04479383901420542,-0.3912687353161177,FALSE,TRUE
KIF18B,ENSG00000186185.14,20,0.35,0,0.39376237524555757,0.0697784490422017,0.3990511577678516,FALSE,TRUE
PFKFB1,ENSG00000158571.11,20,0.35,0,0.3784406240341906,0.06419087706306426,0.3999106542737558,FALSE,TRUE
VAMP1,ENSG00000139190.17,20,0.35,0,0.38008683876625726,0.05698563792252126,0.3765594088125868,FALSE,TRUE
ARHGAP11B,ENSG00000285077.2,20,0.3,0,0.3852601365225161,0.05329304810188329,0.363979048708038,FALSE,TRUE
CNTD1,ENSG00000176563.10,20,0.3,0,0.3822462881605607,0.05254423692349425,0.37302436805771905,FALSE,TRUE
CREB3L3,ENSG00000060566.14,20,0.3,0,-0.38949751112672093,0.04985235235212898,-0.3748213179404813,FALSE,TRUE
DLEU2,ENSG00000231607.12,20,0.3,0,0.37742426574147137,0.07493662113664173,0.3443616030095928,FALSE,TRUE
REEP4,ENSG00000168476.12,20,0.3,0,0.3710473696244744,0.08091815792987828,0.3913855675547075,FALSE,TRUE
SLC25A37,ENSG00000147454.14,20,0.3,0,0.3792505847870701,0.0669944306685269,0.3741294684591258,FALSE,TRUE
WSB1,ENSG00000109046.15,20,0.3,0,0.38682668012935006,0.06144087554396027,0.3834512864115536,FALSE,TRUE
CCDC14,ENSG00000175455.16,20,0.25,0,0.3605529385713734,0.07079326072083947,0.36253949764883986,FALSE,TRUE
CCDC18,ENSG00000122483.17,20,0.25,0,0.3507678283397435,0.0835492178634129,0.3190885925650667,FALSE,TRUE
CCNL2,ENSG00000221978.12,20,0.25,0,0.3706051061638055,0.08747111673980357,0.37541460656302433,FALSE,TRUE
DDX11,ENSG00000013573.17,20,0.25,0,0.3693647533327663,0.062218357152706516,0.3703909066233004,FALSE,TRUE
FOXM1,ENSG00000111206.13,20,0.25,0,0.3513916422488397,0.06130763726716931,0.36552049073370135,FALSE,TRUE
IFRD1,ENSG00000006652.15,20,0.25,0,0.38197672063346516,0.04072537987078878,0.3717737287222876,FALSE,TRUE
NPHP3,ENSG00000113971.20,20,0.25,0,0.3794106466931485,0.07381223696413614,0.36543671461152694,FALSE,TRUE
SLC6A19,ENSG00000174358.16,20,0.25,0,-0.384579164673107,0.04215565367425511,-0.3778434645380853,FALSE,TRUE
MAMDC4,ENSG00000177943.14,20,0.2,0,0.375094883139792,0.07438043044965797,0.3756663297036877,FALSE,TRUE
PFDN5,ENSG00000123349.15,20,0.2,0,0.3693472929311061,0.07335641613679267,0.3671265057824026,FALSE,TRUE
RPP21,ENSG00000241370.6,20,0.2,0,0.3580123213363354,0.0577210844381168,0.363657332534378,FALSE,TRUE
SALL4,ENSG00000101115.13,20,0.2,0,0.37623406691436057,0.05398586933802596,0.36098041065317854,FALSE,TRUE
TRIM46,ENSG00000163462.18,20,0.2,0,0.37999210036616426,0.040484006848096554,0.372621226182122,FALSE,TRUE
UCN,ENSG00000163794.6,20,0.2,0,0.35269403386530673,0.06824056420401547,0.3661955288569024,FALSE,TRUE
ATAD5,ENSG00000176208.9,20,0.15,0,0.3386221551653286,0.08614241002013434,0.31815933391944595,FALSE,TRUE
MEIS3,ENSG00000105419.18,20,0.15,0,0.36189370210846405,0.046394348037526956,0.3779982804540133,FALSE,TRUE
MICAL1,ENSG00000135596.18,20,0.15,0,0.3657052842082898,0.0650290724707222,0.3675481703633108,FALSE,TRUE
MPP2,ENSG00000108852.15,20,0.15,0,0.3643103796278324,0.04496489145659832,0.36532359416938703,FALSE,TRUE
RGS20,ENSG00000147509.14,20,0.15,0,0.36333295540061084,0.04344095226396216,0.34303757976096966,FALSE,TRUE
SLC5A1,ENSG00000100170.10,20,0.15,0,-0.33642889631017237,0.057766658359763856,-0.32379080335233,FALSE,TRUE
AGBL2,ENSG00000165923.16,20,0.1,0,0.3330261135086711,0.08745620084493028,0.33363301972581777,FALSE,TRUE
AGER,ENSG00000204305.14,20,0.1,0,0.36370989524558883,0.061734096548712425,0.3675186169732971,FALSE,TRUE
ARHGEF1,ENSG00000076928.18,20,0.1,0,0.37867150801654015,0.04073614996687558,0.37246521383009984,FALSE,TRUE
BAG1,ENSG00000107262.26,20,0.1,0,-0.2939867257840271,0.10001459252285214,-0.28670700164906293,FALSE,TRUE
BMP1,ENSG00000168487.20,20,0.1,0,0.33000205198593663,0.055375132373327196,0.34925496725002564,FALSE,TRUE
BMX,ENSG00000102010.15,20,0.1,0,-0.3500360047435447,0.06296461535946613,-0.3462124828860663,FALSE,TRUE
CHD1L,ENSG00000131778.19,20,0.1,0,0.35403973191182636,0.03589967888928469,0.34723379260284887,FALSE,TRUE
DPP6,ENSG00000130226.17,20,0.1,0,-0.33237665368621744,0.10820898703748111,-0.3103097741426464,FALSE,TRUE
ETV4,ENSG00000175832.13,20,0.1,0,0.376998021855208,0.03927480880826306,0.36418534050316576,FALSE,TRUE
FBXL6,ENSG00000182325.11,20,0.1,0,0.3233789819055912,0.0570953257643117,0.3384055293552306,FALSE,TRUE
FBXO41,ENSG00000163013.12,20,0.1,0,0.3501890808782059,0.07824009040001134,0.3379774143741608,FALSE,TRUE
GPRC5A,ENSG00000013588.9,20,0.1,0,0.33387810823428266,0.039328892668449966,0.3349318442382691,FALSE,TRUE
GTSE1,ENSG00000075218.19,20,0.1,0,0.322088904138105,0.07589220395902463,0.3305539484960478,FALSE,TRUE
HOXB9,ENSG00000170689.10,20,0.1,0,0.35179005478007375,0.0452182346574409,0.34031387382760997,FALSE,TRUE
INO80B,ENSG00000115274.15,20,0.1,0,0.30892590563384636,0.06318111483348493,0.31828707279647367,FALSE,TRUE
IQGAP3,ENSG00000183856.11,20,0.1,0,0.3330817166394926,0.07776369926191101,0.3283380609986407,FALSE,TRUE
KIF2C,ENSG00000142945.13,20,0.1,0,0.32183683951170644,0.05868829902499062,0.3181739225792361,FALSE,TRUE
PDLIM7,ENSG00000196923.14,20,0.1,0,0.350073495835781,0.038948903214174824,0.3539895052740117,FALSE,TRUE
POLG2,ENSG00000256525.8,20,0.1,0,0.33224565836985,0.07884098906048098,0.33625495331239375,FALSE,TRUE
RNF175,ENSG00000145428.15,20,0.1,0,0.32646545158304674,0.052503301297425475,0.31255653428299746,FALSE,TRUE
RP1,ENSG00000104237.11,20,0.1,0,0.3322190679137498,0.052423514868346455,0.3297459437572688,FALSE,TRUE
SRL,ENSG00000185739.13,20,0.1,0,-0.2973200469540195,0.07650602509332838,-0.2962754242423535,FALSE,TRUE
WDR62,ENSG00000075702.18,20,0.1,0,0.36297037445274466,0.055740236518731834,0.34894971293727584,FALSE,TRUE
AFF2,ENSG00000155966.14,20,0.05,0,-0.3290403088315019,0.03035817179707634,-0.3337833974487467,FALSE,TRUE
AMH,ENSG00000104899.8,20,0.05,0,0.33522387665778725,0.07323642760921723,0.3492206111738626,FALSE,TRUE
ARC,ENSG00000198576.4,20,0.05,0,-0.21824693877394233,0.045147527132100046,-0.2133513153547765,FALSE,TRUE
ATP11A,ENSG00000068650.18,20,0.05,0,-0.3464059203521578,0.03743571531498063,-0.33077934353814964,FALSE,TRUE
CAB39L,ENSG00000102547.19,20,0.05,0,-0.3009793748137131,0.05702865705166171,-0.29680633324761174,FALSE,TRUE
CCDC78,ENSG00000162004.18,20,0.05,0,0.3083467796417796,0.05563835382904225,0.3080444384551032,FALSE,TRUE
CDK3,ENSG00000250506.8,20,0.05,0,0.310977802849154,0.07291183927687817,0.3255237291452461,FALSE,TRUE
CEL,ENSG00000170835.16,20,0.05,0,0.2993269932223083,0.029387264660478696,0.29949126354602223,FALSE,TRUE
CFHR4,ENSG00000134365.13,20,0.05,0,0.31858571627980004,0.02609526829715858,0.30545480275177295,FALSE,TRUE
COL11A1,ENSG00000060718.22,20,0.05,0,0.323814055333744,0.04460023893849474,0.3144552561965203,FALSE,TRUE
CRYGS,ENSG00000213139.8,20,0.05,0,0.3688981457186699,0.07152366262750309,0.35801656925486214,FALSE,TRUE
CYP51A1,ENSG00000001630.17,20,0.05,0,-0.33530245743240766,0.046935550417448346,-0.33440305272022763,FALSE,TRUE
DAO,ENSG00000110887.8,20,0.05,0,-0.3237913934625823,0.031306729148731394,-0.3066660320028341,FALSE,TRUE
DIRAS1,ENSG00000176490.5,20,0.05,0,0.2470068429398024,0.042357769352484614,0.2292890907302524,FALSE,TRUE
E2F7,ENSG00000165891.16,20,0.05,0,0.2741222841006522,0.09324900606137562,0.2902441517401676,FALSE,TRUE
F8,ENSG00000185010.15,20,0.05,0,-0.32573541837277836,0.06635190943466746,-0.3194762483999824,FALSE,TRUE
FAM193B,ENSG00000146067.16,20,0.05,0,0.32297691254911576,0.08747228674976915,0.3335901196085909,FALSE,TRUE
INSR,ENSG00000171105.14,20,0.05,0,-0.3457515956365471,0.04999761656233026,-0.32741942562719134,FALSE,TRUE
KCNT1,ENSG00000107147.14,20,0.05,0,0.34487935029692346,0.03937583637510611,0.34133829946108357,FALSE,TRUE
KIF14,ENSG00000118193.12,20,0.05,0,0.26200501765717354,0.07677616167400014,0.2687469850530408,FALSE,TRUE
MEST,ENSG00000106484.16,20,0.05,0,0.3060057517803364,0.05180894853294182,0.3176191477248891,FALSE,TRUE
NADSYN1,ENSG00000172890.13,20,0.05,0,0.33920428893393106,0.04968683830123788,0.32790242386937435,FALSE,TRUE
NEBL,ENSG00000078114.19,20,0.05,0,-0.29554492145216404,0.058622674037652034,-0.294769493824344,FALSE,TRUE
NPEPL1,ENSG00000215440.12,20,0.05,0,0.3383097391446718,0.05642918495650612,0.3314762191884331,FALSE,TRUE
PAQR6,ENSG00000160781.17,20,0.05,0,0.36484282296724063,0.0890722304024052,0.3532375450762216,FALSE,TRUE
PARD3B,ENSG00000116117.18,20,0.05,0,-0.27599181902000325,0.05401008856587747,-0.27255866807035184,FALSE,TRUE
PAX6,ENSG00000007372.24,20,0.05,0,0.32537359645504343,0.04062439101706161,0.30070270738864013,FALSE,TRUE
PHYHIP,ENSG00000168490.14,20,0.05,0,0.29563398879045616,0.058050123298789835,0.29680273240536686,FALSE,TRUE
PLAG1,ENSG00000181690.8,20,0.05,0,0.34219534359828785,0.054333656974957956,0.3191841260911573,FALSE,TRUE
PPM1J,ENSG00000155367.15,20,0.05,0,0.34969070458140594,0.06409846792121576,0.33147702873868184,FALSE,TRUE
PTPRH,ENSG00000080031.10,20,0.05,0,0.27907403997629504,0.03965165556991612,0.27905087562842174,FALSE,TRUE
PYCR1,ENSG00000183010.17,20,0.05,0,0.3533367538875821,0.07128082528437268,0.34603842995240025,FALSE,TRUE
REC8,ENSG00000100918.13,20,0.05,0,0.34620622987740485,0.060558661544582004,0.3315504144185225,FALSE,TRUE
RNF166,ENSG00000158717.11,20,0.05,0,0.30702623011005437,0.06534784201204197,0.3212885357997758,FALSE,TRUE
SPNS1,ENSG00000169682.18,20,0.05,0,0.3338171316414334,0.06679164186432707,0.3317506326577492,FALSE,TRUE
SPOCD1,ENSG00000134668.12,20,0.05,0,0.34638041439525125,0.04066818631452285,0.33289317189538536,FALSE,TRUE
TBCE,ENSG00000284770.2,20,0.05,0,0.36070094608187936,0.05860506411751465,0.33026248047987156,FALSE,TRUE
U2AF1,ENSG00000160201.12,20,0.05,0,0.3170348911913062,0.06774672522083791,0.31654521066267055,FALSE,TRUE
ZNF276,ENSG00000158805.12,20,0.05,0,0.3271822974256286,0.06125000016672921,0.3267140650315694,FALSE,TRUE
ABAT,ENSG00000183044.12,20,0,0,-0.3149559563363186,0.07779847180306498,-0.3461106104499897,FALSE,TRUE
ABCA1,ENSG00000165029.17,20,0,0,-0.11740554316015467,0.06021307351126523,-0.11876902644396262,FALSE,TRUE
ABCA12,ENSG00000144452.15,20,0,0,-0.25653396456701494,0.07054325889020979,-0.25237097055340835,FALSE,TRUE
ABCA13,ENSG00000179869.15,20,0,0,0.2314924291063773,0.0554006201287334,0.2320852148155642,FALSE,TRUE
ABCA4,ENSG00000198691.13,20,0,0,0.272403677966801,0.03707533366344057,0.2685678676908308,FALSE,TRUE
ABCA8,ENSG00000141338.14,20,0,0,-0.08030871469062342,0.05631565144500972,-0.05537838273033985,FALSE,TRUE
ABCB1,ENSG00000085563.15,20,0,0,-0.32712065980416516,0.031143225079754255,-0.31836558442334484,FALSE,TRUE
ABCB4,ENSG00000005471.19,20,0,0,-0.16601909728280645,0.05901109895006856,-0.1784881192541908,FALSE,TRUE
ABCB6,ENSG00000115657.14,20,0,0,0.17619607231052317,0.0719206027531561,0.17032465671280142,FALSE,TRUE
ABCC3,ENSG00000108846.16,20,0,0,0.049334904656607975,0.07544861361289676,0.05528474721694214,FALSE,TRUE
ABCG1,ENSG00000160179.19,20,0,0,-0.256143517226626,0.06243788409411921,-0.2521084159557707,FALSE,TRUE
ABI3,ENSG00000108798.9,20,0,0,-0.22224706773061292,0.052834410774414337,-0.1933051660371662,FALSE,TRUE
ABLIM1,ENSG00000099204.20,20,0,0,-0.254607502590297,0.04141238619002288,-0.25362160336609374,FALSE,TRUE
ABTB2,ENSG00000166016.6,20,0,0,-0.05994331075159107,0.059427832207489165,-0.07530611587549844,FALSE,TRUE
ACAA1,ENSG00000060971.19,20,0,0,-0.22530651134700624,0.06053717242570458,-0.21810605938871253,FALSE,TRUE
ACAD8,ENSG00000151498.12,20,0,0,-0.08363951350750429,0.0688795660331569,-0.08927291591273237,FALSE,TRUE
ACAN,ENSG00000157766.19,20,0,0,-0.17073936970499662,0.04681013509442289,-0.1675801032770288,FALSE,TRUE
ACAP1,ENSG00000072818.12,20,0,0,0.21232691089773673,0.06466862479512567,0.20613208319335055,FALSE,TRUE
ACHE,ENSG00000087085.16,20,0,0,0.235461525249903,0.06189278743507651,0.23703422989566167,FALSE,TRUE
ACLY,ENSG00000131473.17,20,0,0,-0.26291889921446554,0.06065079803357304,-0.2661489658631828,FALSE,TRUE
ACO1,ENSG00000122729.19,20,0,0,-0.20598567597711204,0.034021754176234625,-0.19647475389220917,FALSE,TRUE
ACOT11,ENSG00000162390.18,20,0,0,-0.07372055570713175,0.04995849642747976,-0.10309024325942874,FALSE,TRUE
ACOT12,ENSG00000172497.9,20,0,0,0.017325433484083663,0.10296519786272187,-0.00851624890150218,FALSE,FALSE
ACOT6,ENSG00000205669.4,20,0,0,0.10485221837535726,0.04549344400402229,0.08916929166469315,FALSE,TRUE
ACOX2,ENSG00000168306.13,20,0,0,-0.14308899787116783,0.06565265982094907,-0.1346373013134183,FALSE,TRUE
ACRBP,ENSG00000111644.8,20,0,0,0.02175151556905537,0.06369667458270936,0.02653544117419516,FALSE,TRUE
ACSBG2,ENSG00000130377.13,20,0,0,-0.019927130074171746,0.06332958730398333,-0.01615935803724072,FALSE,TRUE
ACSF2,ENSG00000167107.13,20,0,0,0.11736089654773697,0.0426800699456579,0.10917931503200602,FALSE,TRUE
ACSL4,ENSG00000068366.20,20,0,0,0.005560639960453195,0.070089797648825225,-0.01720917962273461,FALSE,FALSE
ACSL6,ENSG00000164398.15,20,0,0,-0.05880502941627138,0.062126019601336,-0.05362659066315931,FALSE,TRUE
ACSM3,ENSG00000005187.12,20,0,0,-0.2996923089510057,0.04526152070927125,-0.2898771682499886,FALSE,TRUE
ACTG2,ENSG00000163017.14,20,0,0,-0.15010269134444187,0.03564172446565819,-0.13732420314751073,FALSE,TRUE
ACTN2,ENSG00000077522.14,20,0,0,0.24723290245454138,0.04794736320856868,0.23783720589985843,FALSE,TRUE
ACY1,ENSG00000243989.9,20,0,0,0.16707329818297373,0.07050559294563297,0.17937073106742657,FALSE,TRUE
ADA,ENSG00000196839.13,20,0,0,0.18745941051150264,0.06840287486834573,0.1892722330876552,FALSE,TRUE
ADAD2,ENSG00000140955.11,20,0,0,0.10564999951130397,0.062663292361379,0.10502356158264987,FALSE,TRUE
ADAM12,ENSG00000148848.14,20,0,0,0.24432076192298857,0.0699918493772802,0.2311791412244056,FALSE,TRUE
ADAM19,ENSG00000135074.16,20,0,0,0.25366348645589554,0.05760192105157519,0.2522866219302762,FALSE,TRUE
ADAM28,ENSG00000042980.13,20,0,0,0.06670708939993213,0.0624258456238015,0.06511387028075069,FALSE,TRUE
ADAM32,ENSG00000197140.15,20,0,0,0.30023931352200073,0.06470772510669925,0.2717705060108524,FALSE,TRUE
ADAM8,ENSG00000151651.16,20,0,0,0.2790824755094289,0.05254382642615102,0.2821906109957103,FALSE,TRUE
ADAMDEC1,ENSG00000134028.14,20,0,0,0.029706127069541306,0.06368091755498623,0.02118003076742662,FALSE,TRUE
ADAMTS15,ENSG00000166106.3,20,0,0,0.05269772892940135,0.04422636789874747,0.03550760850943638,FALSE,TRUE
ADAMTS18,ENSG00000140873.16,20,0,0,0.004976070803355322,0.05247810265009033,0.01122906855780693,FALSE,TRUE
ADAMTS19,ENSG00000145808.10,20,0,0,0.021927890885717713,0.03628854820197544,0.00804384795760793,FALSE,TRUE
ADAMTS2,ENSG00000087116.16,20,0,0,0.16122062505187462,0.08254683454132875,0.17189909227707054,FALSE,TRUE
ADAMTS8,ENSG00000134917.10,20,0,0,-0.036486353592001766,0.04872164188149414,-0.03245657914200201,FALSE,TRUE
ADAMTSL2,ENSG00000197859.11,20,0,0,-0.09004836871505689,0.04874304292442014,-0.08484027612911711,FALSE,TRUE
ADAMTSL4,ENSG00000143382.15,20,0,0,0.22240945264849138,0.03456954516648822,0.23262267697205105,FALSE,TRUE
ADAP2,ENSG00000184060.11,20,0,0,0.12945409850350775,0.0566787985969036,0.1265101557544049,FALSE,TRUE
ADCY2,ENSG00000078295.17,20,0,0,-0.2458414949857266,0.05769212153234585,-0.23759769406529355,FALSE,TRUE
ADCY7,ENSG00000121281.13,20,0,0,0.0636215756498871,0.05493611771888893,0.07379278978448327,FALSE,TRUE
ADCY8,ENSG00000155897.10,20,0,0,-0.09061398559114886,0.09113409244473318,-0.10906020308189136,FALSE,TRUE
ADH1A,ENSG00000187758.8,20,0,0,-0.014175303181559153,0.10614735371710142,-0.02544549031427719,FALSE,TRUE
ADH1B,ENSG00000196616.14,20,0,0,-0.04007254091869411,0.03670552377675895,-0.02995436310299045,FALSE,TRUE
ADH1C,ENSG00000248144.6,20,0,0,0.06484108369603125,0.10212938012998649,0.0563531917679493,FALSE,TRUE
ADK,ENSG00000156110.15,20,0,0,-0.10356272344300885,0.05444735800153783,-0.13426515018628085,FALSE,TRUE
ADM,ENSG00000148926.10,20,0,0,-0.1215845280354379,0.08886604013587439,-0.08989045626489074,FALSE,TRUE
ADORA1,ENSG00000163485.17,20,0,0,0.12485164268949987,0.07490454045270911,0.11485265148762414,FALSE,TRUE
ADORA2A,ENSG00000128271.22,20,0,0,-0.06755295021879043,0.05777132229812424,-0.06149482323116757,FALSE,TRUE
ADORA2B,ENSG00000170425.3,20,0,0,0.2835532833016602,0.0335735636362659,0.2787985319180217,FALSE,TRUE
ADORA3,ENSG00000282608.2,20,0,0,-0.08862355985113732,0.05811747960561185,-0.08936867241651629,FALSE,TRUE
ADRA1B,ENSG00000170214.5,20,0,0,-0.178636533821398,0.046741115735178446,-0.16919705942103372,FALSE,TRUE
ADRA1D,ENSG00000171873.8,20,0,0,0.24515486334679548,0.03230431971035533,0.23956926838327297,FALSE,TRUE
ADRA2C,ENSG00000184160.8,20,0,0,-0.13461087184119042,0.059300918049062235,-0.1504829837299875,FALSE,TRUE
ADRB1,ENSG00000043591.6,20,0,0,0.22068308488403993,0.035837322304775265,0.20712397930795837,FALSE,TRUE
AEN,ENSG00000181026.15,20,0,0,-0.1302843824473671,0.054225228184527824,-0.1369710827324732,FALSE,TRUE
AFAP1L1,ENSG00000157510.14,20,0,0,-0.20575377443271442,0.05408140664086564,-0.1993835470353072,FALSE,TRUE
AFAP1L2,ENSG00000169129.15,20,0,0,0.008469075419889546,0.08102673680013095,0.02040345750181456,FALSE,TRUE
AFF3,ENSG00000144218.19,20,0,0,-0.2631024517503246,0.0562439090356428,-0.24755357659313285,FALSE,TRUE
AFM,ENSG00000079557.5,20,0,0,-0.30161435497002087,0.06896517858710427,-0.290303452395595,FALSE,TRUE
AFMID,ENSG00000183077.15,20,0,0,0.06823292620755916,0.08720718908672491,0.05545927928229703,FALSE,TRUE
AFP,ENSG00000081051.8,20,0,0,0.07150763779243904,0.040802759375492645,0.06620325807124935,FALSE,TRUE
AGAP11,ENSG00000151303.11,20,0,0,0.04821891615817394,0.042389903485124995,0.04208917581952379,FALSE,TRUE
AGBL3,ENSG00000146856.14,20,0,0,-0.1376035164672602,0.053162146296857116,-0.14261292907790712,FALSE,TRUE
AGBL4,ENSG00000186094.17,20,0,0,-0.25129520994842025,0.05310003692744977,-0.27550769491247806,FALSE,TRUE
AGMAT,ENSG00000116771.6,20,0,0,-0.3217343776693896,0.045517614212732815,-0.3218881080384228,FALSE,TRUE
AGR2,ENSG00000106541.12,20,0,0,0.2457014837142907,0.02378652817811766,0.2268662661246973,FALSE,TRUE
AGR3,ENSG00000173467.9,20,0,0,0.27946644276340143,0.034877687303981775,0.2646955690933871,FALSE,TRUE
AGRP,ENSG00000159723.5,20,0,0,0.09843942718229329,0.04919044888273706,0.08338488734824795,FALSE,TRUE
AGTR2,ENSG00000180772.7,20,0,0,-0.08965609802166992,0.027980294779211018,-0.0769605602682917,FALSE,TRUE
AGXT,ENSG00000172482.5,20,0,0,-0.28138734760080925,0.06384883427533256,-0.2596215452985639,FALSE,TRUE
AHNAK2,ENSG00000185567.7,20,0,0,0.12999154467165755,0.05918237707561719,0.13429876123685683,FALSE,TRUE
AHRR,ENSG00000063438.19,20,0,0,0.10732170473571816,0.03731946033753669,0.1004794100741816,FALSE,TRUE
AICDA,ENSG00000111732.11,20,0,0,-0.007257572430066661,0.04846918522436013,0.00318516342653096,FALSE,FALSE
AIF1,ENSG00000204472.13,20,0,0,-0.013074628622748271,0.07060231063880326,-0.02208648841913755,FALSE,TRUE
AIF1L,ENSG00000126878.13,20,0,0,-0.2132562326493156,0.036837575575160125,-0.20959929348205256,FALSE,TRUE
AIM2,ENSG00000163568.15,20,0,0,0.22974125191878594,0.08969233742510585,0.2148469887473073,FALSE,TRUE
AK3,ENSG00000147853.17,20,0,0,-0.13383537744213692,0.09494366841812857,-0.14552054004142717,FALSE,TRUE
AK5,ENSG00000154027.19,20,0,0,0.09670499980651734,0.037398698162924904,0.09120039882189453,FALSE,TRUE
AKAP3,ENSG00000111254.8,20,0,0,-0.049933431887332236,0.09331007021970139,-0.05934932174199975,FALSE,TRUE
AKAP4,ENSG00000147081.15,20,0,0,-0.21596589889753182,0.05963828099752136,-0.19152135304862197,FALSE,TRUE
AKIRIN1,ENSG00000174574.16,20,0,0,-0.039314358801484595,0.05831142422636229,-0.0566643139881564,FALSE,TRUE
AKNA,ENSG00000106948.17,20,0,0,0.01971327610780267,0.059175831160293534,0.03757001010593511,FALSE,TRUE
AKR1C1,ENSG00000187134.14,20,0,0,-0.21707931799818275,0.06529691851815231,-0.21895887077025636,FALSE,TRUE
AKR7A3,ENSG00000162482.5,20,0,0,-0.26197836288159126,0.04624186779672812,-0.26853100281108355,FALSE,TRUE
ALAD,ENSG00000148218.16,20,0,0,-0.2479633999418595,0.043788586649711275,-0.22600806149801325,FALSE,TRUE
ALAS1,ENSG00000023330.15,20,0,0,-0.13166101691943138,0.07352210948015189,-0.15023781232427824,FALSE,TRUE
